Date,Symbol,Open,High,Low,Close,SP,Vol,OI
2010-06-30,S50M11C500,0,0,0,0,78.6,0,0.0
2010-07-02,S50M11C500,0,0,0,0,80.4,0,0.0
2010-07-05,S50M11C500,0,0,0,0,80.3,0,0.0
2010-07-06,S50M11C500,0,0,0,0,85.6,0,0.0
2010-07-07,S50M11C500,0,0,0,0,84.6,0,0.0
2010-07-08,S50M11C500,0,0,0,0,85.1,0,0.0
2010-07-09,S50M11C500,0,0,0,0,85.9,0,0.0
2010-07-12,S50M11C500,0,0,0,0,84.5,0,0.0
2010-07-13,S50M11C500,0,0,0,0,83.2,0,0.0
2010-07-14,S50M11C500,0,0,0,0,80.6,0,0.0
2010-07-15,S50M11C500,0,0,0,0,81.0,0,0.0
2010-07-16,S50M11C500,0,0,0,0,81.4,0,0.0
2010-07-19,S50M11C500,0,0,0,0,80.6,0,0.0
2010-07-20,S50M11C500,0,0,0,0,77.6,0,0.0
2010-07-21,S50M11C500,0,0,0,0,74.8,0,0.0
2010-07-22,S50M11C500,0,0,0,0,75.8,0,0.0
2010-07-23,S50M11C500,0,0,0,0,80.4,0,0.0
2010-07-27,S50M11C500,0,0,0,0,90.4,0,0.0
2010-07-28,S50M11C500,0,0,0,0,91.0,0,0.0
2010-07-29,S50M11C500,0,0,0,0,91.0,0,0.0
2010-07-30,S50M11C500,0,0,0,0,90.1,0,0.0
2010-08-02,S50M11C500,0,0,0,0,94.0,0,0.0
2010-08-03,S50M11C500,0,0,0,0,94.7,0,0.0
2010-08-04,S50M11C500,0,0,0,0,92.7,0,0.0
2010-08-05,S50M11C500,0,0,0,0,96.9,0,0.0
2010-08-06,S50M11C500,0,0,0,0,95.5,0,0.0
2010-08-09,S50M11C500,0,0,0,0,94.6,0,0.0
2010-08-10,S50M11C500,0,0,0,0,86.8,0,0.0
2010-08-11,S50M11C500,0,0,0,0,86.5,0,0.0
2010-08-16,S50M11C500,0,0,0,0,86.2,0,0.0
2010-08-17,S50M11C500,0,0,0,0,89.9,0,0.0
2010-08-18,S50M11C500,0,0,0,0,98.3,0,0.0
2010-08-19,S50M11C500,0,0,0,0,105.5,0,0.0
2010-08-20,S50M11C500,0,0,0,0,107.0,0,0.0
2010-08-23,S50M11C500,0,0,0,0,105.0,0,0.0
2010-08-24,S50M11C500,0,0,0,0,98.8,0,0.0
2010-08-25,S50M11C500,0,0,0,0,94.8,0,0.0
2010-08-26,S50M11C500,0,0,0,0,95.7,0,0.0
2010-08-27,S50M11C500,0,0,0,0,105.1,0,0.0
2010-08-30,S50M11C500,0,0,0,0,112.2,0,0.0
2010-08-31,S50M11C500,0,0,0,0,115.7,0,0.0
2010-09-01,S50M11C500,0,0,0,0,121.1,0,0.0
2010-09-02,S50M11C500,0,0,0,0,121.0,0,0.0
2010-09-03,S50M11C500,0,0,0,0,129.4,0,0.0
2010-09-06,S50M11C500,0,0,0,0,133.4,0,0.0
2010-09-07,S50M11C500,0,0,0,0,128.0,0,0.0
2010-09-08,S50M11C500,0,0,0,0,127.6,0,0.0
2010-09-09,S50M11C500,0,0,0,0,125.2,0,0.0
2010-09-10,S50M11C500,0,0,0,0,127.9,0,0.0
2010-09-13,S50M11C500,0,0,0,0,137.8,0,0.0
2010-09-14,S50M11C500,0,0,0,0,126.2,0,0.0
2010-09-15,S50M11C500,0,0,0,0,124.7,0,0.0
2010-09-16,S50M11C500,0,0,0,0,126.3,0,0.0
