Date,Symbol,Open,High,Low,Close,SP,Vol,OI
2018-12-28,S50M19C975,0,0,0,0,81.2,0,0.0
2019-01-02,S50M19C975,0,0,0,0,81.1,0,0.0
2019-01-03,S50M19C975,0,0,0,0,76.5,0,0.0
2019-01-04,S50M19C975,0,0,0,0,86.7,0,0.0
2019-01-07,S50M19C975,0,0,0,0,97.3,0,0.0
2019-01-08,S50M19C975,0,0,0,0,96.4,0,0.0
2019-01-09,S50M19C975,0,0,0,0,93.5,0,0.0
2019-01-10,S50M19C975,0,0,0,0,91.2,0,0.0
2019-01-11,S50M19C975,0,0,0,0,95.8,0,0.0
2019-01-14,S50M19C975,0,0,0,0,87.1,0,0.0
2019-01-15,S50M19C975,0,0,0,0,82.8,0,0.0
2019-01-16,S50M19C975,0,0,0,0,83.4,0,0.0
2019-01-17,S50M19C975,0,0,0,0,84.2,0,0.0
2019-01-18,S50M19C975,0,0,0,0,86.1,0,0.0
2019-01-21,S50M19C975,0,0,0,0,88.6,0,0.0
2019-01-22,S50M19C975,0,0,0,0,96.7,0,0.0
2019-01-23,S50M19C975,0,0,0,0,104.8,0,0.0
2019-01-24,S50M19C975,0,0,0,0,105.7,0,0.0
2019-01-25,S50M19C975,0,0,0,0,107.3,0,0.0
2019-01-28,S50M19C975,0,0,0,0,107.3,0,0.0
2019-01-29,S50M19C975,0,0,0,0,106.9,0,0.0
2019-01-30,S50M19C975,0,0,0,0,111.2,0,0.0
2019-01-31,S50M19C975,0,0,0,0,116.3,0,0.0
2019-02-01,S50M19C975,0,0,0,0,121.9,0,0.0
2019-02-04,S50M19C975,0,0,0,0,122.1,0,0.0
2019-02-05,S50M19C975,0,0,0,0,122.1,0,0.0
2019-02-06,S50M19C975,0,0,0,0,125.0,0,0.0
2019-02-07,S50M19C975,0,0,0,0,121.7,0,0.0
2019-02-08,S50M19C975,0,0,0,0,120.9,0,0.0
2019-02-11,S50M19C975,0,0,0,0,111.7,0,0.0
2019-02-12,S50M19C975,0,0,0,0,112.8,0,0.0
2019-02-13,S50M19C975,0,0,0,0,122.7,0,0.0
2019-02-14,S50M19C975,0,0,0,0,120.3,0,0.0
2019-02-15,S50M19C975,0,0,0,0,109.9,0,0.0
2019-02-18,S50M19C975,0,0,0,0,109.3,0,0.0
2019-02-20,S50M19C975,0,0,0,0,116.0,0,0.0
2019-02-21,S50M19C975,0,0,0,0,117.1,0,0.0
2019-02-22,S50M19C975,0,0,0,0,126.1,0,0.0
2019-02-25,S50M19C975,0,0,0,0,135.0,0,0.0
2019-02-26,S50M19C975,0,0,0,0,129.1,0,0.0
2019-02-27,S50M19C975,0,0,0,0,130.4,0,0.0
2019-02-28,S50M19C975,0,0,0,0,120.2,0,0.0
2019-03-01,S50M19C975,0,0,0,0,112.7,0,0.0
2019-03-04,S50M19C975,0,0,0,0,108.2,0,0.0
2019-03-05,S50M19C975,0,0,0,0,110.1,0,0.0
2019-03-06,S50M19C975,0,0,0,0,100.0,0,0.0
2019-03-07,S50M19C975,0,0,0,0,105.6,0,0.0
2019-03-08,S50M19C975,0,0,0,0,103.1,0,0.0
2019-03-11,S50M19C975,0,0,0,0,100.5,0,0.0
2019-03-12,S50M19C975,0,0,0,0,100.5,0,0.0
2019-03-13,S50M19C975,0,0,0,0,110.0,0,0.0
2019-03-14,S50M19C975,0,0,0,0,108.1,0,0.0
2019-03-15,S50M19C975,0,0,0,0,101.2,0,0.0
2019-03-18,S50M19C975,0,0,0,0,96.0,0,0.0
2019-03-19,S50M19C975,0,0,0,0,105.5,0,0.0
2019-03-20,S50M19C975,0,0,0,0,103.3,0,0.0
2019-03-21,S50M19C975,0,0,0,0,108.7,0,0.0
2019-03-22,S50M19C975,0,0,0,0,120.1,0,0.0
2019-03-25,S50M19C975,0,0,0,0,105.3,0,0.0
2019-03-26,S50M19C975,0,0,0,0,110.3,0,0.0
2019-03-27,S50M19C975,0,0,0,0,107.4,0,0.0
2019-03-28,S50M19C975,0,0,0,0,110.1,0,0.0
2019-03-29,S50M19C975,0,0,0,0,112.6,0,0.0
2019-04-01,S50M19C975,0,0,0,0,116.7,0,0.0
2019-04-02,S50M19C975,0,0,0,0,121.9,0,0.0
2019-04-03,S50M19C975,0,0,0,0,120.2,0,0.0
2019-04-04,S50M19C975,0,0,0,0,116.5,0,0.0
2019-04-05,S50M19C975,0,0,0,0,117.9,0,0.0
2019-04-09,S50M19C975,0,0,0,0,127.2,0,0.0
2019-04-10,S50M19C975,0,0,0,0,130.7,0,0.0
2019-04-11,S50M19C975,0,0,0,0,127.5,0,0.0
2019-04-12,S50M19C975,0,0,0,0,127.4,0,0.0
2019-04-17,S50M19C975,0,0,0,0,134.7,0,0.0
2019-04-18,S50M19C975,0,0,0,0,136.3,0,0.0
2019-04-19,S50M19C975,0,0,0,0,135.4,0,0.0
2019-04-22,S50M19C975,0,0,0,0,135.4,0,0.0
2019-04-23,S50M19C975,0,0,0,0,133.8,0,0.0
2019-04-24,S50M19C975,0,0,0,0,136.2,0,0.0
2019-04-25,S50M19C975,0,0,0,0,135.4,0,0.0
2019-04-26,S50M19C975,0,0,0,0,130.4,0,0.0
2019-04-29,S50M19C975,0,0,0,0,129.3,0,0.0
2019-04-30,S50M19C975,0,0,0,0,135.1,0,0.0
2019-05-02,S50M19C975,0,0,0,0,139.0,0,0.0
2019-05-03,S50M19C975,0,0,0,0,139.0,0,0.0
2019-05-07,S50M19C975,0,0,0,0,131.8,0,0.0
2019-05-08,S50M19C975,0,0,0,0,121.7,0,0.0
2019-05-09,S50M19C975,0,0,0,0,116.0,0,0.0
2019-05-10,S50M19C975,0,0,0,0,118.5,0,0.0
2019-05-13,S50M19C975,0,0,0,0,113.6,0,0.0
2019-05-14,S50M19C975,0,0,0,0,109.9,0,0.0
2019-05-15,S50M19C975,0,0,0,0,101.9,0,0.0
2019-05-16,S50M19C975,0,0,0,0,96.6,0,0.0
2019-05-17,S50M19C975,0,0,0,0,91.8,0,0.0
2019-05-21,S50M19C975,0,0,0,0,95.1,0,0.0
2019-05-22,S50M19C975,0,0,0,0,106.6,0,0.0
2019-05-23,S50M19C975,0,0,0,0,94.1,0,0.0
2019-05-24,S50M19C975,110.0,110.0,110.0,110.0,98.4,2,2.0
2019-05-27,S50M19C975,90.0,90.0,90.0,90.0,101.1,2,0.0
2019-05-28,S50M19C975,0,0,0,0,108.4,0,0.0
2019-05-29,S50M19C975,0,0,0,0,98.8,0,0.0
2019-05-30,S50M19C975,0,0,0,0,100.7,0,0.0
2019-05-31,S50M19C975,0,0,0,0,98.8,0,0.0
2019-06-04,S50M19C975,0,0,0,0,112.1,0,0.0
2019-06-05,S50M19C975,0,0,0,0,119.6,0,0.0
2019-06-06,S50M19C975,0,0,0,0,121.3,0,0.0
