Date,Symbol,Open,High,Low,Close,SP,Vol,OI
2016-01-08,S50M16C700,0,0,0,0,89.9,0,0.0
2016-01-11,S50M16C700,0,0,0,0,83.4,0,0.0
2016-01-12,S50M16C700,0,0,0,0,96.4,0,0.0
2016-01-13,S50M16C700,92.0,92.0,92.0,92.0,111.6,1,1.0
2016-01-14,S50M16C700,0,0,0,0,101.2,0,1.0
2016-01-15,S50M16C700,0,0,0,0,89.9,0,1.0
2016-01-18,S50M16C700,0,0,0,0,86.6,0,1.0
2016-01-19,S50M16C700,0,0,0,0,102.1,0,1.0
2016-01-20,S50M16C700,0,0,0,0,91.7,0,1.0
2016-01-21,S50M16C700,0,0,0,0,89.5,0,1.0
2016-01-22,S50M16C700,0,0,0,0,104.7,0,1.0
2016-01-25,S50M16C700,0,0,0,0,103.6,0,1.0
2016-01-26,S50M16C700,0,0,0,0,102.4,0,1.0
2016-01-27,S50M16C700,0,0,0,0,108.1,0,1.0
2016-01-28,S50M16C700,0,0,0,0,116.5,0,1.0
2016-01-29,S50M16C700,0,0,0,0,127.2,0,1.0
2016-02-01,S50M16C700,0,0,0,0,122.7,0,1.0
2016-02-02,S50M16C700,0,0,0,0,113.4,0,1.0
2016-02-03,S50M16C700,0,0,0,0,117.3,0,1.0
2016-02-04,S50M16C700,0,0,0,0,120.6,0,1.0
2016-02-05,S50M16C700,0,0,0,0,126.6,0,1.0
2016-02-08,S50M16C700,0,0,0,0,123.5,0,1.0
2016-02-09,S50M16C700,0,0,0,0,119.3,0,1.0
2016-02-10,S50M16C700,0,0,0,0,119.0,0,1.0
2016-02-11,S50M16C700,0,0,0,0,105.0,0,1.0
2016-02-12,S50M16C700,0,0,0,0,103.7,0,1.0
2016-02-15,S50M16C700,0,0,0,0,110.7,0,1.0
2016-02-16,S50M16C700,0,0,0,0,111.4,0,1.0
2016-02-17,S50M16C700,0,0,0,0,111.3,0,1.0
2016-02-18,S50M16C700,0,0,0,0,117.7,0,1.0
2016-02-19,S50M16C700,0,0,0,0,140.1,0,1.0
2016-02-23,S50M16C700,0,0,0,0,143.8,0,1.0
2016-02-24,S50M16C700,0,0,0,0,146.2,0,1.0
2016-02-25,S50M16C700,0,0,0,0,145.4,0,1.0
2016-02-26,S50M16C700,0,0,0,0,153.5,0,1.0
2016-02-29,S50M16C700,0,0,0,0,145.4,0,1.0
2016-03-01,S50M16C700,0,0,0,0,159.3,0,1.0
2016-03-02,S50M16C700,0,0,0,0,173.7,0,1.0
2016-03-03,S50M16C700,0,0,0,0,184.6,0,1.0
2016-03-04,S50M16C700,0,0,0,0,183.5,0,1.0
2016-03-07,S50M16C700,0,0,0,0,199.0,0,1.0
2016-03-08,S50M16C700,0,0,0,0,182.2,0,1.0
2016-03-09,S50M16C700,0,0,0,0,194.3,0,1.0
2016-03-10,S50M16C700,0,0,0,0,182.2,0,1.0
2016-03-11,S50M16C700,0,0,0,0,193.7,0,1.0
2016-03-14,S50M16C700,0,0,0,0,193.7,0,1.0
2016-03-15,S50M16C700,0,0,0,0,183.5,0,1.0
2016-03-16,S50M16C700,0,0,0,0,177.5,0,1.0
2016-03-17,S50M16C700,0,0,0,0,180.5,0,1.0
2016-03-18,S50M16C700,0,0,0,0,182.9,0,1.0
2016-03-21,S50M16C700,0,0,0,0,192.9,0,1.0
2016-03-22,S50M16C700,0,0,0,0,196.3,0,1.0
2016-03-23,S50M16C700,0,0,0,0,207.9,0,1.0
2016-03-24,S50M16C700,0,0,0,0,201.6,0,1.0
2016-03-25,S50M16C700,0,0,0,0,191.7,0,1.0
2016-03-28,S50M16C700,0,0,0,0,187.7,0,1.0
2016-03-29,S50M16C700,0,0,0,0,189.4,0,1.0
2016-03-30,S50M16C700,0,0,0,0,203.1,0,1.0
2016-03-31,S50M16C700,0,0,0,0,200.4,0,1.0
2016-04-01,S50M16C700,0,0,0,0,194.0,0,1.0
2016-04-04,S50M16C700,0,0,0,0,191.8,0,1.0
