Date,Symbol,Open,High,Low,Close,SP,Vol,OI
2009-07-13,S50M10C350,0,0,0,0,66.8,0,0.0
2009-07-14,S50M10C350,0,0,0,0,75.7,0,0.0
2009-07-15,S50M10C350,0,0,0,0,81.8,0,0.0
2009-07-16,S50M10C350,0,0,0,0,79.1,0,0.0
2009-07-17,S50M10C350,0,0,0,0,86.9,0,0.0
2009-07-20,S50M10C350,0,0,0,0,98.7,0,0.0
2009-07-21,S50M10C350,0,0,0,0,96.2,0,0.0
2009-07-22,S50M10C350,0,0,0,0,89.3,0,0.0
2009-07-23,S50M10C350,0,0,0,0,97.5,0,0.0
2009-07-24,S50M10C350,0,0,0,0,98.9,0,0.0
2009-07-27,S50M10C350,0,0,0,0,101.0,0,0.0
2009-07-28,S50M10C350,0,0,0,0,103.7,0,0.0
2009-07-29,S50M10C350,0,0,0,0,99.1,0,0.0
2009-07-30,S50M10C350,0,0,0,0,103.1,0,0.0
2009-07-31,S50M10C350,0,0,0,0,104.4,0,0.0
2009-08-03,S50M10C350,0,0,0,0,115.9,0,0.0
2009-08-04,S50M10C350,0,0,0,0,115.8,0,0.0
2009-08-05,S50M10C350,0,0,0,0,115.3,0,0.0
2009-08-06,S50M10C350,0,0,0,0,121.6,0,0.0
2009-08-07,S50M10C350,0,0,0,0,118.0,0,0.0
2009-08-10,S50M10C350,0,0,0,0,117.2,0,0.0
2009-08-11,S50M10C350,0,0,0,0,114.4,0,0.0
2009-08-13,S50M10C350,0,0,0,0,122.7,0,0.0
2009-08-14,S50M10C350,0,0,0,0,121.1,0,0.0
2009-08-17,S50M10C350,0,0,0,0,106.4,0,0.0
2009-08-18,S50M10C350,0,0,0,0,110.8,0,0.0
2009-08-19,S50M10C350,0,0,0,0,104.2,0,0.0
2009-08-20,S50M10C350,0,0,0,0,109.8,0,0.0
2009-08-21,S50M10C350,0,0,0,0,112.1,0,0.0
2009-08-24,S50M10C350,0,0,0,0,117.4,0,0.0
2009-08-25,S50M10C350,0,0,0,0,117.5,0,0.0
2009-08-26,S50M10C350,0,0,0,0,118.5,0,0.0
2009-08-27,S50M10C350,0,0,0,0,115.2,0,0.0
2009-08-28,S50M10C350,0,0,0,0,117.5,0,0.0
2009-08-31,S50M10C350,0,0,0,0,114.6,0,0.0
2009-09-01,S50M10C350,0,0,0,0,114.6,0,0.0
2009-09-02,S50M10C350,0,0,0,0,114.0,0,0.0
2009-09-03,S50M10C350,0,0,0,0,120.8,0,0.0
2009-09-04,S50M10C350,0,0,0,0,122.6,0,0.0
2009-09-07,S50M10C350,0,0,0,0,132.6,0,0.0
2009-09-08,S50M10C350,0,0,0,0,140.1,0,0.0
2009-09-09,S50M10C350,0,0,0,0,143.2,0,0.0
2009-09-10,S50M10C350,0,0,0,0,148.8,0,0.0
2009-09-11,S50M10C350,0,0,0,0,150.8,0,0.0
2009-09-14,S50M10C350,0,0,0,0,140.5,0,0.0
2009-09-15,S50M10C350,0,0,0,0,146.4,0,0.0
2009-09-16,S50M10C350,0,0,0,0,150.4,0,0.0
2009-09-17,S50M10C350,0,0,0,0,149.8,0,0.0
2009-09-18,S50M10C350,0,0,0,0,152.4,0,0.0
2009-09-21,S50M10C350,0,0,0,0,150.1,0,0.0
2009-09-22,S50M10C350,0,0,0,0,158.1,0,0.0
2009-09-23,S50M10C350,0,0,0,0,162.6,0,0.0
2009-09-24,S50M10C350,0,0,0,0,161.3,0,0.0
2009-09-25,S50M10C350,0,0,0,0,156.4,0,0.0
2009-09-28,S50M10C350,0,0,0,0,147.6,0,0.0
2009-09-29,S50M10C350,0,0,0,0,152.4,0,0.0
2009-09-30,S50M10C350,0,0,0,0,153.4,0,0.0
2009-10-01,S50M10C350,0,0,0,0,161.0,0,0.0
2009-10-02,S50M10C350,0,0,0,0,159.2,0,0.0
2009-10-05,S50M10C350,0,0,0,0,154.0,0,0.0
2009-10-06,S50M10C350,0,0,0,0,163.6,0,0.0
2009-10-07,S50M10C350,0,0,0,0,170.8,0,0.0
2009-10-08,S50M10C350,0,0,0,0,172.5,0,0.0
2009-10-09,S50M10C350,0,0,0,0,175.2,0,0.0
2009-10-12,S50M10C350,0,0,0,0,177.9,0,0.0
2009-10-13,S50M10C350,0,0,0,0,174.6,0,0.0
2009-10-14,S50M10C350,0,0,0,0,164.5,0,0.0
2009-10-15,S50M10C350,0,0,0,0,137.4,0,0.0
2009-10-16,S50M10C350,0,0,0,0,153.7,0,0.0
2009-10-19,S50M10C350,0,0,0,0,164.1,0,0.0
2009-10-20,S50M10C350,0,0,0,0,159.3,0,0.0
2009-10-21,S50M10C350,0,0,0,0,152.3,0,0.0
2009-10-22,S50M10C350,0,0,0,0,146.2,0,0.0
2009-10-26,S50M10C350,0,0,0,0,148.2,0,0.0
2009-10-27,S50M10C350,0,0,0,0,149.5,0,0.0
2009-10-28,S50M10C350,0,0,0,0,141.3,0,0.0
2009-10-29,S50M10C350,0,0,0,0,130.6,0,0.0
2009-10-30,S50M10C350,0,0,0,0,127.3,0,0.0
2009-11-02,S50M10C350,0,0,0,0,121.5,0,0.0
2009-11-03,S50M10C350,0,0,0,0,114.2,0,0.0
2009-11-04,S50M10C350,0,0,0,0,127.4,0,0.0
2009-11-05,S50M10C350,0,0,0,0,124.0,0,0.0
2009-11-06,S50M10C350,0,0,0,0,136.6,0,0.0
2009-11-09,S50M10C350,0,0,0,0,148.2,0,0.0
2009-11-10,S50M10C350,0,0,0,0,143.7,0,0.0
2009-11-11,S50M10C350,0,0,0,0,151.0,0,0.0
2009-11-12,S50M10C350,0,0,0,0,135.0,0,0.0
2009-11-13,S50M10C350,0,0,0,0,135.5,0,0.0
2009-11-16,S50M10C350,0,0,0,0,142.2,0,0.0
2009-11-17,S50M10C350,0,0,0,0,141.7,0,0.0
2009-11-18,S50M10C350,0,0,0,0,141.6,0,0.0
2009-11-19,S50M10C350,0,0,0,0,135.1,0,0.0
2009-11-20,S50M10C350,0,0,0,0,131.1,0,0.0
2009-11-23,S50M10C350,0,0,0,0,127.5,0,0.0
2009-11-24,S50M10C350,0,0,0,0,118.1,0,0.0
2009-11-25,S50M10C350,0,0,0,0,132.0,0,0.0
2009-11-26,S50M10C350,0,0,0,0,125.4,0,0.0
2009-11-27,S50M10C350,0,0,0,0,121.4,0,0.0
2009-11-30,S50M10C350,0,0,0,0,128.1,0,0.0
2009-12-01,S50M10C350,0,0,0,0,144.2,0,0.0
2009-12-02,S50M10C350,0,0,0,0,132.2,0,0.0
2009-12-03,S50M10C350,0,0,0,0,141.4,0,0.0
2009-12-04,S50M10C350,0,0,0,0,137.4,0,0.0
2009-12-08,S50M10C350,0,0,0,0,135.3,0,0.0
2009-12-09,S50M10C350,0,0,0,0,132.4,0,0.0
2009-12-11,S50M10C350,0,0,0,0,139.0,0,0.0
2009-12-14,S50M10C350,0,0,0,0,143.5,0,0.0
2009-12-15,S50M10C350,0,0,0,0,143.5,0,0.0
2009-12-16,S50M10C350,0,0,0,0,148.5,0,0.0
2009-12-17,S50M10C350,0,0,0,0,148.2,0,0.0
2009-12-18,S50M10C350,0,0,0,0,147.9,0,0.0
2009-12-21,S50M10C350,0,0,0,0,148.3,0,0.0
2009-12-22,S50M10C350,0,0,0,0,155.8,0,0.0
2009-12-23,S50M10C350,0,0,0,0,160.4,0,0.0
2009-12-24,S50M10C350,0,0,0,0,158.6,0,0.0
2009-12-25,S50M10C350,0,0,0,0,161.2,0,0.0
2009-12-28,S50M10C350,0,0,0,0,163.9,0,0.0
2009-12-29,S50M10C350,0,0,0,0,170.9,0,0.0
2009-12-30,S50M10C350,0,0,0,0,165.1,0,0.0
2010-01-04,S50M10C350,0,0,0,0,163.0,0,0.0
2010-01-05,S50M10C350,0,0,0,0,162.6,0,0.0
2010-01-06,S50M10C350,0,0,0,0,165.4,0,0.0
2010-01-07,S50M10C350,0,0,0,0,164.2,0,0.0
2010-01-08,S50M10C350,0,0,0,0,168.1,0,0.0
2010-01-11,S50M10C350,0,0,0,0,174.2,0,0.0
2010-01-12,S50M10C350,0,0,0,0,172.1,0,0.0
